content_id,title,text,category,published_date,word_count,generated_question
1567588,Bursa Malaysia stays in the red at midday on broad-based selling,"KUALA LUMPUR: Bursa Malaysia remained in the red at midday, weighed down by broad-based selling and tracking the overnight decline in global stock markets.

The benchmark index dropped by 5.85 points, or 0.37%, to 1,580.75, hitting an intraday low of 1,573.82.

Market breadth was negative, with losers outpacing gainers at a ratio of 785 to 188 stocks. Traded volume reached two billion shares, valued at RM1.57 billion.

Among the losers on Bursa Malaysia, Nestle tumbled RM3.60 to RM84.40, Dutch Lady slid RM1 to RM29, Malaysian Pacific Industries fell 52 sen to RM18.38, and Ayer lost 50 sen to RM7.

On the other hand, Negri Sembilan Oil Palms added 15 sen to RM4, Yoong Onn rose 14 sen to RM1.79, Country View gained 12 sen to RM1.90, and Eurospan climbed eight sen to RM2.79.

Genting Malaysia dropped by 13.98%, or 33 sen, to RM2.03, with 70.22 million shares traded. Meanwhile, Genting declined by 10.46%, or 39 sen, to RM3.34, with 38.83 million shares changing hands.

TA Securities said the local market should continue to consolidate ahead of the weekend, given the lack of positive domestic catalysts.

Investors are also expected to closely monitor the US personal consumption expenditures data, due later this week, to assess inflation and the Federal Reserve's future monetary policy path.

“Immediate index support remains at 1,550, with stronger supports at the 6/8/24 low of 1,529 and 1,500 psychological level.

“Immediate resistance is maintained at 1,605, with next upside hurdles at 1,630, followed by 1648,” TA said.",Business,2025-02-28,249,"What was the drop in points of the Bursa Malaysia benchmark index at midday, as mentioned in the news?"
1567585,13 accused of vocational college student's murder ordered to enter defence,"TAWAU: The High Court here has ordered 13 Lahad Datu Vocational College students to enter their defence on the charge of murdering fellow student Mohamad Nazmie Aizzat Mohd Narul Azwan last year.

Justice Datuk Duncan Sikodol ruled that the prosecution had successfully established a prima facie case against all the accused under Section 302 of the Penal Code.

""After examining and evaluating the witness statements throughout the prosecution case, the court orders all of the accused to enter their defence,” he said, setting the defence proceedings for March 10 to 14.

ALSO READ: Vocational college murder: High Court to decide on students’ fate on Feb 28

The 13 students, aged between 16 and 19, are jointly charged with murdering Nazmie Aizzat, 17, at dormitory rooms 7 Resak and 5 Belian of the college between 9pm on March 21 and 7.38am on March 22.

They were charged under Section 302 of the Penal Code, read together with Section 34, which provides for the death penalty, or imprisonment of 30 to 40 years and up to 12 strokes of the cane, upon conviction.

ALSO READ: Vocational college murder: 107 injuries found on victim's body, from head to toe, court told

The prosecution was conducted by DPPs Nur Nisla Abdul Latif, Ng Juhn Tao and Batrisyia Mohd Khusri.

Eight of the 13 accused are represented by lawyers Datuk Ram Singh, Kamarudin Mohmad Chinki and Chen Wen Jye, while the remaining five are represented by lawyers Mohamad Zairi, Abdul Ghani Zelika, Vivian Thien, Jhesseny P. Kang, and Kusni Ambotuwo. – Bernama",Others,2025-02-28,257,What is the age range of the 13 Lahad Datu Vocational College students charged with the murder of Mohamad Nazmie Aizzat Mohd Narul Azwan?
1567567,India names top finance bureaucrat as capital markets regulator,"NEW DELHI: India has appointed Tuhin Kanta Pandey, (pic) the top bureaucrat in its Finance Ministry, to head the country’s capital markets regulator, according to a government notification Thursday (Feb 27).

The Appointments Committee of the Cabinet has approved Pandey’s appointment initially for a period of three years, it said. Pandey would replace Madhabi Puri Buch, whose term ends Feb. 28, as chairman of the Securities and Exchange Board of India.

Pandey will become the second czar from Prime Minister Narendra Modi’s government to be assigned a powerful role in the financial hub of Mumbai, after his colleague in charge of revenue policies assumed the post of central bank governor a few weeks earlier.

A career bureaucrat, Pandey is currently India’s Finance Secretary. He oversees the revenue department that is responsible for collection of taxes.

Buch, who was an investment banker-turned-regulator, had a tumultuous term marked by allegations from shortseller Hindenburg Research of conflict of interest in investigating the Adani Group. Buch has denied the allegations.

She also oversaw a sweeping overhaul of regulations pertaining to equity derivatives trading in India, which emerged as the world’s top destination for such instruments during her term. - Bloomberg",Politics,2025-02-28,196,"Who has been appointed as the new chairman of the Securities and Exchange Board of India, replacing Madhabi Puri Buch?"
1567561,Revised health fees for stateless Brunei residents announced,"BANDAR SERI BEGAWAN: Sultan Hassanal Bolkiah has consented to the revised health service charge policy, especially for permanent residents who do not have citizenship status (stateless).

With the changes, stateless permanent resident are only required to pay a registration fee of BND1 (US$0.74) as compared to BND3 (US$2.22) previously. Any consultation, treatment including treatment for stroke, cardiovascular and cancer as well as health services charges are aligned with the Ministry of Health’s payment scheme for citizens of Brunei.

The ministry advised those seeking treatment to bring documents such as personal identification cards or passports to facilitate any transactions.

The update is expected to ensure that Brunei citizens and stateless permanent residents receive appropriate health care. This is in line with the commitment of His Majesty’s Government in providing quality, inclusive and accessible health services to all layers of society. - Borneo Bulletin/ANN",Politics,2025-02-28,142,What is the new registration fee for stateless permanent residents seeking health services in Brunei after the revised health service charge policy?
1567549,Construction begins on Lao section of China-Laos 500 kV power interconnection project,"VIENTIANE: The launch ceremony for the construction of the Lao section of the China-Laos 500 kV power interconnection project was held in Lao capital Vientiane on Wednesday (Feb 26).

Once operational, the project is set to significantly enhance electricity interconnection and mutual assistance between China and Laos.

Lao Prime Minister Sonexay Siphandone, Lao government officials, and representatives from the Chinese government and enterprises attended the launch ceremony.

Speaking at the meeting, Lao Minister of Energy and Mines Phoxay Sayasone said that the project is a strategic energy project that will better support the economic development of Laos and further expand the interconnection of power grids and electricity mutual assistance between Laos and southern provinces of China.

Also speaking at the event, Chinese Ambassador to Laos Fang Hong stated that the project is another major achievement in deepening practical cooperation between China and Laos, following the China-Laos Railway, as part of their joint efforts in building the Belt and Road.

""As the pioneer of economic and social development, electricity plays a crucial role in improving people's well-being and fostering regional prosperity. We must continue to implement the important consensus reached by the leaders of both parties and countries, with the construction of the China-Laos Economic Corridor as the central focus, while further strengthening cooperation in energy and electricity through power grid interconnection,"" she added.

The China-Laos 500 kV power interconnection project is a key initiative outlined in the action plan to build a China-Laos community with a shared future, with completion and operation scheduled for 2026. Once operational, the project is expected to enable a two-way power mutual assistance capacity of 1.5 million kW and facilitate the transmission of about 3 billion kWh of clean electricity.

The Lao section of the project is being developed by Electricite du Laos Transmission Company Limited, while the Chinese section is managed by China Southern Power Grid Company. - Xinhua",Politics,2025-02-28,315,What is the expected capacity for two-way power mutual assistance once the China-Laos 500 kV power interconnection project is operational?
1567535,"Stop discussing addendum decree and respect legal process, says Pahang Sultan","KUANTAN: Sultan of Pahang Al-Sultan Abdullah Ri'ayatuddin Al-Mustafa Billah Shah has called on all parties to stop further discussions regarding the addendum decree involving former prime minister Datuk Seri Najib Razak.

His Royal Highness stressed that the matter is currently going through the legal process, and all parties should respect it.

ALSO READ: Sultan of Pahang calls for respect, positivity to strengthen unity

""This matter falls under the jurisdiction of responsible and trustworthy parties.

""Therefore, all parties must respect the processes and laws that have been established. Avoid creating confusion or unnecessary debates.

""I urge everyone to uphold values and honesty, trust, mutual respect and openness in resolving any issues,” the Sultan said during the Himpunan Pahang Bermunajat Raja Berdaulat programme at the State Mosque here on Thursday (Feb 27) night.

Al-Sultan Abdullah was accompanied by the Tengku Mahkota of Pahang, Tengku Hassanal Ibrahim Alam Shah.

ALSO READ: PM: Royal addendum explanation only after court finishes

Also present was Mentri Besar Datuk Seri Wan Rosdy Wan Ismail.Al-Sultan Abdullah also said that in an increasingly challenging world, all parties are advised not to exaggerate an issue to the point of threatening harmony.

ALSO READ: AGC: Gag order on ‘royal addendum’ to ensure fair trial

The Sultan said that being open-minded and tolerant and resolving problems wisely is better than causing chaos that would be detrimental to all parties.

""Remember that peace is more valuable than conflict,"" the Sultan added. – Bernama",Others,2025-02-28,240,What did the Sultan of Pahang request from all parties regarding discussions on the addendum decree involving former prime minister Datuk Seri Najib Razak?
1567681,"Newly retrofitted bridge collapses in the Philippines, damaging four vehicles","ILAGAN CITY, Isabela: A portion of a newly retrofitted bridge in the Philippines collapsed on Thursday (Feb 27) night, with at least four vehicles damaged, the authorities have said.

No injuries or deaths have been reported from the collapse of the Cabagan-Santa Maria Bridge, which has not been formally declared safe for public use, in the Isabela province, but data is still being gathered.

The responsibility of the Department of Public Works and Highways and the contractor is still being assessed, and neither party has issued any statement.

During calamities and when an old bridge nearby is submerged due to overflowing rivers, the bridge would be open only for tricycles and light vehicles.

The 720m bridge was first funded with a budget of 640 million pesos (US$11.6 million).

It was supposed to be completed in 2019, after more than five years of construction.

However, an alleged defect in its foundation led to the release of an additional 200 million pesos for retrofitting, which was just completed in 2025. - Philippine Daily Inquirer/ANN",Politics,2025-02-28,172,"What bridge in Isabela province, Philippines, recently collapsed and had not been officially declared safe for public use?"
1567533,"I believe I will be freed, hope fans will continue support’, says singer Eda Ezrin","PETALING JAYA: Famous female singer from Kelantan, Eda Ezrin, or Wan Norshaheeda Azlin Wan Ismail, 30, believes she will be released from the Narathiwat Regional Prison soon.

The mother of two said that she is confident the court decision on March 6 will be in her favour.

“I hope that after I am released, my fans will continue to support me and give me the opportunity to keep making music.

“Don’t judge too quickly. This may be a test for me to become better,” reported by Sinar Harian at the Narathiwat Regional Prison.

When asked about her song project Bea Sobar Bea Raya, which was replaced by another female artist, Eda Ezrin mentioned that she was not upset by the change.

She expressed that the replacement was hoped to bring more opportunities to fellow artists involved in the Kelantanese dialect music industry.

“I’m not upset; it’s her rezeki (blessing). Insya-Allah, after I’m freed, there will still be opportunities for me,” she said.

She hopes her replacement will do their best so that the Kelantanese dialect music industry continues to grow.

Previously, it was reported that the fate of singer Eda Ezrin, her husband, and four others would be decided on March 6.

The Narathiwat Regional Court here on Friday (Feb 28) set the date for the verdict of the case involving the singer, her husband, Mohd Affendi Ahmad, 35, as well as four others: Mohamad Alif Deraman, 33; Nur Aida Mamat, 33; Zuhaira Nasrin, 26; and Erdieka Mohd Noor, 33.

The decision came after all prosecution witnesses and suspects completed their testimony over three days, starting on February 11th, 13th, and 14th.",Others,2025-02-28,272,What date is the court decision regarding Eda Ezrin's case expected to be made?
1567531,"Asia coffee: Domestic prices edge lower in Vietnam, discounts narrow in Indonesia","HANOI: Coffee prices in Vietnam edged slightly lower this week on global cues and dull trading activities, while discounts in Indonesia narrowed, traders said on Thursday (Feb 27).

Farmers in the Central Highlands, Vietnam's largest coffee-growing region, sold beans at 130,500 dong (US$5.11) per kg, down from last week.

LIFFE robusta coffee for May settled at US$5,410 per metric tone as of Wednesday's close.

""London prices have fallen a lot since the beginning of this week,"" said a trader based in the coffee belt.

""Some exporters have already fulfilled their contracts so demand has become slightly softer. At the same time, farmers are still hoping that prices would further increase so they are not releasing beans in bulk.""

Traders also offered five per cent black and broken-grade 2 robusta at a discount of US$220-280 to the May LIFFE contract.

In Indonesia, Sumatra robusta coffee beans were offered at a US$70 discount this week to the April contract, compared with a US$310 discount a week ago, a trader said.

To the May contract, the coffee beans were quoted at a $30 discount, compared with a $380-$400 discount last week, another trader said.

Both traders said the narrowed discount was to adjust to a drop in the London terminal. - Reuters",Politics,2025-02-28,209,What was the selling price of coffee beans for farmers in Vietnam's Central Highlands this week?
1567518,"Myanmar detains 168 foreigners for illegal entry into Myawaddy, Shwe Kokko","YANGON: Around 168 foreign nationals who illegally entered Myawaddy-Shwe Kokko and KK Park areas have been detained by the authorities on Tuesday (Feb 25), sources said.

Investigations are underway to identify those who illegally entered Myanmar through border routes via neighbouring countries, including Thailand, and committed illegal online gambling, online fraud, and crimes in Myawaddy-Shwe Kokko and KK Park areas of Kayin State.

The necessary personal information and records for the immediate repatriation of the detained foreign nationals to their respective countries are being collected by departmental joint teams.

The Minister for Security and Border Affairs of the Kayin State Government, Colonel Min Thu Kyaw, and officials inspected the proper detention of foreign nationals who will be transferred to their respective countries and the status of the personal information and records of the foreign nationals who were identified and detained on the morning of Feb 25.

After that, he met with departmental officials to ensure that the statistics are accurate and complete, and to provide food and shelter for the detained foreign nationals. He discussed issues related to health and facilitating the repatriation process more quickly and smoothly.

From Jan 30 to Feb 25, a total of 2,538 foreign nationals who entered Myanmar illegally were identified and detained and of which, 673 were systematically transferred to the relevant countries via Thailand by legal procedures.

The remaining 1,865 foreign nationals are ready to be transferred to the relevant countries and are being properly detained. - Eleven Media/ANN",Politics,2025-02-28,246,How many foreign nationals were detained in Myanmar for illegal entry and activities from January 30 to February 25?
1567507,"January global passenger demand up 10.0%, Asia-Pacific sees strong growth - IATA","KUALA LUMPUR: Total global passenger demand for January 2025, measured in revenue passenger kilometres, was up 10.0 per cent compared to January 2024 with particularly strong growth in the Asia-Pacific region, the International Air Transport Association (IATA) said.

In a statement, it said the total capacity, measured in available seat kilometres, was up 7.1 per cent year-on-year (y-o-y).

""The January load factor reached 82.1 per cent, up 2.2 percentage points (ppt) compared to January 2024), an all-time high for the month,” it said.

As for international demand, it rose 12.4 per cent compared to January 2024, with the capacity rising 8.7 per cent y-o-y and the load factor was 82.6 per cent (+2.7 ppt), also a record high for January.

Meanwhile, IATA said the domestic demand increased 6.1 per cent compared to January 2024, while capacity was up 4.5 per cent y-o-y and the load factor was 81.2 per cent (+1.2 ppt), another record for January.

IATA noted that Asia-Pacific carriers recorded a 21.8 per cent y-o-y increase in demand.

""Capacity grew 16.5 per cent y-o-y, and the load factor reached 86.7 per cent (+3.8 ppt), driven by strong traffic from Northeast Asia,” it said.

IATA’s director general Willie Walsh highlighted that record-high load factors accompanying this strong demand were yet another reminder of the persistent supply chain issues in the aerospace sector.

""The strong demand aligns with our latest November 2024 passenger survey, where 94 per cent of travellers indicated plans to travel as much or more in the next 12 months than they did in the past year.

""Airlines are doing a good job of accommodating growing demand amid fleet and infrastructure constraints with satisfaction levels above 95 per cent, and nearly 80 per cent of travellers agreeing that air travel is good value for money,” he said.

He also noted that some 70 per cent prefer to pay the lowest fare and customise the additional services they need.

As for the air cargo market in January 2025, IATA said total demand, measured in cargo tonne-kilometers, rose by 3.2 per cent compared to January 2024 levels (3.6 per cent for international operations) marking the 18th consecutive month of growth.

Meanwhile, capacity, measured in available cargo tonne-kilometers, expanded by 6.8 per cent y-o-y (7.3 per cent for international operations).

Asia-Pacific airlines saw 7.5 per cent y-o-y demand growth for air cargo in January while capacity increased by 10.9 per cent y-o-y, it added. - Bernama",Business,2025-02-28,406,What was the year-on-year increase in passenger demand for international flights in the Asia-Pacific region in January 2025 compared to January 2024?
1567500,Fire that gutted building in less than an hour kills 8 in the Philippines,"MANILA: A fire gutted a three-story residential building early Thursday (Feb 27) in less than an hour in the Philippines' capital region, killing eight people, officials said.

The blaze, which also injured at least one resident, broke out after midnight in the building, which was mostly made of wood, as people slept in San Isidro Galas village in suburban Quezon city, officials said.

An investigation was underway to determine the cause of the fire.

Two of the dead were found on the ground floor and the bodies of six others were recovered on the second floor, where the fire apparently started, senior fire officer Rolando Valena told The Associated Press, citing witnesses.

Beverly Salvador, 33, said that she, her husband and two children scrambled to escape from their third-floor room by crawling out of a small window in their bathroom as the flames and thick suffocating smoke spread quickly through the lower floors in a near-death experience. They landed on the roof of a neighbouring house.

""I opened our door and saw that the corridor and the stairway going down were already in flames, so I asked my husband to find another way out,” Salvador told the AP. She added that she wept after learning that two families, which were longtime friends, all perished on the second floor.

The blaze happened just two days before the Philippines marks fire-prevention month in March, when the government launches an annual campaign to raise awareness about fire hazards before the onset of the scorching summer season.

Many deadly fires in the Philippines have been blamed on poor enforcement of safety regulations, overcrowding and faulty building designs.

A 1996 disco fire in Quezon city killed 162 people, mostly students celebrating the end of the school year, in one of the deadliest nightclub fires in the world in recent decades. They were unable to escape because the emergency exit was blocked by a new building next door. - AP",Politics,2025-02-28,324,"What caused the fire that gutted a residential building in Quezon City, Philippines, on February 27, and how many people were killed as a result?"
